<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.12.06	68955	71416	68676	71231	351435	992862	0
2016.12.07	71742	72317	71222	71692	330557	955761	0
2016.12.08	72051	72400	70560	70740	323007	938044	0
2016.12.09	70724	71383	70258	70548	320116	899387	0
2016.12.12	69833	70023	68723	68948	294723	845576	0
2016.12.13	69478	69772	68382	69172	326085	922493	0
2016.12.14	69956	70505	68710	68710	306477	833478	0
2016.12.15	68792	69560	68380	69390	300962	819523	0
2016.12.16	69420	70344	69179	69229	257965	740106	0
2016.12.19	69141	69465	67630	67660	249970	701262	0
2016.12.20	67779	68645	67530	68250	272943	778827	0
2016.12.21	68093	68781	67756	68116	253686	729827	0
2016.12.22	68035	68333	67343	67843	236511	659186	0
2016.12.23	67628	68854	67628	68789	191037	538464	0
2016.12.26	68733	69570	68704	69475	47666	162141	0
2016.12.27	69531	69923	69058	69413	176024	519397	0
2016.12.28	69554	70740	69450	70560	193595	602593	0
2016.12.29	70701	71191	69921	71031	205978	610118	0
2017.01.02	70875	70875	70097	70172	125431	409323	0
2017.01.03	70770	72968	70713	72858	318136	990636	0
2017.01.04	72854	73182	72337	72782	277498	800837	0
2017.01.05	72732	73627	72672	72972	234542	728070	0
2017.01.06	72959	73037	72372	72857	206007	660505	0
2017.01.09	72633	73264	72209	72829	213601	679103	0
2017.01.10	72924	73560	72872	73450	178468	578656	0
2017.01.11	73680	73896	72606	73516	260441	836532	0
2017.01.12	74903	75925	74822	75405	270577	831249	0
2017.01.13	75205	75414	74519	74994	214121	676552	0
2017.01.16	74641	75294	74504	75024	147077	475589	0
2017.01.17	74728	75918	74523	75433	242950	800884	0
2017.01.18	75438	75951	75116	75116	219637	720132	0
2017.01.19	74937	75717	74662	75407	236464	803721	0
2017.01.20	75194	75910	75140	75700	224895	746051	0
2017.01.23	75717	77278	75688	77278	216056	731314	0
2017.01.24	77271	77572	76867	77182	272180	919062	0
2017.01.26	78069	78161	77471	77576	215416	738901	0
2017.01.27	77522	77592	77170	77365	167165	575023	0
2017.01.30	77056	77163	75053	75158	251273	910382	0
2017.01.31	75304	75906	75106	75536	242477	844428	0
2017.02.01	75857	76653	75558	75838	235214	832992	0
2017.02.02	75636	76162	74992	75507	240430	844039	0
2017.02.03	75135	76389	75024	76144	234403	818726	0
2017.02.06	75950	76291	74631	74791	228923	815295	0
2017.02.07	74990	75697	74637	74802	220830	787044	0
2017.02.08	75077	75769	74304	75709	270483	999088	0
2017.02.09	75857	76147	75272	75532	260563	922473	0
2017.02.10	76055	77178	75883	76993	252656	908774	0
2017.02.13	77172	78133	77172	77883	232565	819260	0
2017.02.14	77987	78166	77166	77786	254195	899538	0
2017.02.15	78116	79179	78024	79054	235694	808141	0
2017.02.16	78815	79565	78630	78790	268474	968900	0
2017.02.17	78459	78885	78040	78635	228497	831716	0
2017.02.20	79147	79836	79050	79691	109784	414932	0
2017.02.21	79971	80351	79741	80351	196439	700177	0
2017.02.22	79971	80014	79364	79764	205618	721527	0
2017.02.23	79994	80695	78075	78240	294444	1088571	0
2017.02.24	77847	78036	77056	77376	261942	913265	0
2017.03.01	78133	78309	77564	77704	128889	445665	0
2017.03.02	77297	77509	76024	76269	258539	903544	0
2017.03.03	76386	77427	76052	77272	270819	912526	0
2017.03.06	76913	77452	76502	76822	248141	845267	0
2017.03.07	76736	77133	75943	75953	222641	795190	0
2017.03.08	75963	76153	74628	74878	258041	935444	0
2017.03.09	74571	75251	74211	74606	306561	1127091	0
2017.03.10	75046	76099	74624	74904	278250	943836	0
2017.03.13	75304	75919	75154	75664	229586	791322	0
2017.03.14	75304	75833	74848	74968	295996	1032574	0
2017.03.15	75390	76705	74555	76555	330693	1105615	0
2017.03.16	76856	76983	75618	75838	311355	1056228	0
2017.03.17	76066	76369	74054	74229	329403	1182219	0
2017.03.20	74101	75198	73448	74728	379931	1282204	0
2017.03.21	74892	75058	72448	72488	342728	1127761	0
2017.03.22	72022	73458	71743	73048	399737	1352276	0
2017.03.23	73065	73665	72305	73170	346480	1175369	0
2017.03.24	73019	73717	72722	73707	300548	1027082	0
2017.03.27	72893	74134	72549	74064	254549	854608	0
2017.03.28	74193	74598	73648	74103	281172	970202	0
2017.03.29	74199	75531	74041	75531	242056	801060	0
2017.03.30	75224	75663	74838	75178	265568	918251	0
2017.03.31	74766	75402	74502	74627	227837	797493	0
2017.04.03	74892	75124	74429	75114	229367	776358	0
2017.04.04	74788	75522	74577	75477	210461	718985	0
2017.04.05	75882	75949	73984	74149	286208	1053088	0
2017.04.06	74279	74520	73185	73695	272586	952129	0
2017.04.07	73511	74734	73259	74069	289777	1000582	0
2017.04.10	73958	74518	73423	73983	264801	908292	0
2017.04.11	73935	74397	72572	74122	362911	1315700	0
2017.04.12	73472	73813	73053	73218	279218	997972	0
2017.04.13	72954	73245	71820	71890	271684	948628	0
2017.04.17	72142	73772	72057	73772	246605	866786	0
2017.04.18	73207	73956	72901	73321	298660	992737	0
2017.04.19	73523	73832	72287	72427	298405	1052395	0
2017.04.20	72847	73298	72408	72808	296140	1063400	0
2017.04.24	73810	74017	73402	73727	237478	829268	0
2017.04.25	73804	74371	72931	74281	276389	1049539	0
2017.04.26	74092	74705	73785	74000	297199	1101587	0
2017.04.27	74244	74543	73293	73783	268120	995340	0
2017.04.28	74103	74607	73612	74537	216364	770919	0
2017.05.02	74931	76272	74737	76237	240811	873182	0
2017.05.03	75957	76093	75148	75198	290220	1096299	0
2017.05.04	75213	75247	73693	73693	278877	1025431	0
2017.05.05	73720	74931	73386	74831	270570	1022723	0
2017.05.08	74593	75187	74312	74792	246782	875121	0
2017.05.09	74976	75720	74835	75385	243140	920025	0
2017.05.10	75827	76807	75687	76687	245971	942222	0
2017.05.11	76604	77021	76341	76721	274771	1017458	0
2017.05.12	76790	77812	76790	77317	246993	908360	0
2017.05.15	77703	77991	77366	77931	248452	939791	0
2017.05.16	78030	78245	77405	78140	243074	943582	0
2017.05.17	77748	77821	76345	76705	298500	1157155	0
2017.05.18	68937	71652	65112	69232	313003	816541	0
2017.05.19	71326	72011	69886	71081	401518	1053322	0
2017.05.22	70435	70750	68785	70085	400289	1092465	0
2017.05.23	69861	71127	69307	71092	317778	1013953	0
2017.05.24	70864	72471	70678	71796	368427	1190575	0
2017.05.25	71675	72441	71031	71776	369068	1210333	0
2017.05.26	71495	72647	71242	72617	336242	1098321	0
2017.05.29	72418	72452	71820	72265	160864	520685	0
2017.05.30	72171	72508	71783	72318	272957	922092	0
2017.05.31	72035	72301	70771	70936	287696	1012645	0
2017.06.01	70869	71441	70176	70426	287184	998777	0
2017.06.02	70711	71019	70174	70414	296696	1007808	0
2017.06.05	70424	70904	69919	70554	265130	902526	0
2017.06.06	70159	71478	70114	71138	283295	959022	0
2017.06.07	71190	71848	70998	71308	286431	1022449	0
2017.06.08	71416	71579	70355	70675	293689	1019733	0
2017.06.09	70987	71178	69978	70088	320603	1006422	0
2017.06.12	70018	70363	69103	69533	333384	1103008	0
2017.06.13	69838	69976	69301	69641	294159	1023267	0
2017.06.14	69795	70402	69232	69707	289000	1019444	0
2017.06.16	69589	69627	69002	69582	225577	820511	0
2017.06.19	69723	70129	69399	69999	242193	834905	0
2017.06.20	69745	69751	68143	68143	329459	1126064	0
2017.06.21	68357	68882	68122	68477	331268	1118726	0
2017.06.22	68518	69016	68361	68951	280516	967255	0
2017.06.23	68835	69030	68530	68745	242267	819334	0
2017.06.26	69007	70332	68985	70332	249781	860036	0
2017.06.27	69928	70119	69139	69319	313112	1098685	0
2017.06.28	69367	69721	68961	69651	280133	963732	0
2017.06.29	70155	70278	69228	70013	327867	1105329	0
2017.06.30	70311	70721	69906	70451	264134	927021	0
2017.07.03	70755	71116	70581	70901	179868	633910	0
2017.07.04	70749	71026	70666	71026	104023	383703	0
2017.07.05	70921	71148	70293	70778	278237	992533	0
2017.07.06	70583	70716	69881	69911	277951	1012632	0
2017.07.07	70078	70567	69532	69927	278996	1030775	0
2017.07.10	70011	70749	69924	70709	240646	834679	0
2017.07.11	70588	71522	70442	71402	265424	952305	0
2017.07.12	71593	72705	71460	72525	338733	1221995	0
2017.07.13	72408	73063	72391	72973	228018	805263	0
2017.07.14	72991	73432	72863	73317	226555	843643	0
2017.07.17	73319	73438	72828	72828	209128	749641	0
2017.07.18	72725	73108	72578	73108	226781	807327	0
2017.07.19	73130	73296	72471	72856	242471	868475	0
2017.07.20	72869	73170	72455	72530	250952	938700	0
2017.07.21	72475	72779	72169	72209	212516	779750	0
2017.07.24	72203	72730	72170	72695	214013	788404	0
2017.07.25	73202	73316	72866	73166	233400	847848	0
2017.07.26	73252	73483	72338	72338	291859	1100117	0
2017.07.27	72625	73200	72575	72780	269244	1003782	0
2017.07.28	72464	73094	72349	73089	219667	821184	0
2017.07.31	73474	73566	73171	73211	187072	689489	0
2017.08.01	73585	74200	73465	74200	230977	899586	0
2017.08.02	73951	74921	73796	74786	279604	1154439	0
2017.08.03	74817	74839	74202	74202	236346	949009	0
2017.08.04	74251	74677	74012	74292	250039	1028398	0
2017.08.07	74412	75650	74334	75635	244810	963838	0
2017.08.08	75361	76164	75274	75469	314910	1188267	0
2017.08.09	74928	75365	74760	75340	301672	1151433	0
2017.08.10	74922	75097	74092	74322	325776	1239115	0
2017.08.11	74023	75072	73557	74067	346093	1416198	0
2017.08.14	74761	76225	74600	75885	342402	1369122	0
2017.08.15	75916	76453	75827	76213	296954	1187367	0
2017.08.16	76376	76535	75800	76160	302944	1269874	0
2017.08.17	75949	76059	75309	75494	315016	1251855	0
2017.08.18	75478	76358	75378	76303	288951	1193045	0
2017.08.21	76529	76633	75988	76238	249712	1029242	0
2017.08.22	77132	78278	77048	78278	290473	1255482	0
2017.08.23	77855	78291	77546	77946	261374	1097626	0
2017.08.24	77992	79062	77992	78992	268581	1130075	0
2017.08.25	79181	79230	78494	78784	253690	1025176	0
2017.08.28	78617	79055	78505	78695	226443	914071	0
2017.08.29	78173	79136	78051	79086	226936	914212	0
2017.08.30	79121	79192	78303	78303	248611	1015148	0
2017.08.31	78649	78819	77954	78144	254680	1142136	0
2017.09.01	78502	79870	78485	79620	248940	1063519	0
2017.09.04	79214	79888	79165	79868	151116	627503	0
2017.09.05	80649	80910	79450	79765	358660	1645358	0
2017.09.06	80183	81485	80015	81485	325999	1429511	0
2017.09.08	81465	81655	80600	80815	258301	1115850	0
2017.09.11	81235	82411	81202	82096	291833	1221048	0
2017.09.12	82073	83168	81723	82438	393113	1711351	0
2017.09.13	82018	82949	81894	82789	449259	1781277	0
2017.09.14	82391	82696	82076	82191	374953	1501320	0
2017.09.15	82172	83616	81876	83601	310868	1327172	0
2017.09.18	83591	84255	83345	83790	369224	1532551	0
2017.09.19	83793	84097	82987	83792	369620	1551216	0
2017.09.20	83925	84196	82706	83776	476081	1807411	0
2017.09.21	83498	84133	82948	83328	410248	1704830	0
2017.09.22	83103	83413	82623	82888	338628	1443788	0
2017.09.25	82840	83010	81775	81795	368791	1489679	0
2017.09.26	82024	82538	81663	81703	382022	1613341	0
2017.09.27	81734	82185	80460	81235	415104	1793883	0
2017.09.28	81011	81406	80576	80691	391023	1598684	0
2017.09.29	81021	81918	80938	81693	375074	1602759	0
2017.10.02	82002	82029	81137	81657	396965	1674154	0
2017.10.03	82062	84410	81805	84345	464938	1988116	0
2017.10.04	84243	84700	83995	84185	430534	1801392	0
2017.10.05	84363	85715	83895	84020	479717	2016950	0
2017.10.06	84007	84333	82968	83453	452229	1695922	0
2017.10.09	83815	83892	82514	83379	352540	1354219	0
2017.10.10	83700	84459	83479	84124	499253	1892937	0
2017.10.11	84237	84518	83758	84138	407386	1585609	0
2017.10.13	84456	84963	84193	84378	369794	1459427	0
2017.10.16	84725	84818	83918	84153	337630	1343580	0
2017.10.17	84084	84287	83337	83552	315789	1271578	0
2017.10.18	83675	84090	83300	83930	319538	1209411	0
2017.10.19	83388	83518	82478	83458	379999	1445449	0
2017.10.20	83897	84291	83496	83496	390160	1518656	0
2017.10.23	83843	83865	82354	82524	418180	1663491	0
2017.10.24	82672	83601	82536	83501	473276	1822092	0
2017.10.25	83702	84120	82445	83820	520037	2116036	0
2017.10.26	84130	84307	82862	83072	520310	2101694	0
2017.10.27	83323	83858	82618	83038	531034	2043588	0
2017.10.30	82726	82820	81190	81760	465374	1747725	0
2017.10.31	81859	82075	80960	81070	476702	1887755	0
2017.11.01	81669	82185	80540	80540	475232	1820241	0
2017.11.03	80872	81081	79761	80691	591472	2086072	0
2017.11.06	81116	81233	80563	81073	470459	1697264	0
2017.11.07	81051	81105	78993	79088	547464	2042828	0
2017.11.08	79419	81269	79194	81049	521373	2031589	0
2017.11.09	80986	81117	79417	79642	641563	2202924	0
2017.11.10	79322	79670	78430	78980	499525	1696137	0
2017.11.13	78715	79409	78224	79099	500800	1791236	0
2017.11.14	79165	79447	77102	77347	587634	2039249	0
2017.11.16	77630	79415	77390	78945	561053	1972830	0
2017.11.17	78834	80147	78797	79832	510088	1677830	0
2017.11.21	80558	81770	80495	81095	460441	1693604	0
2017.11.22	81284	81762	80832	81217	583743	1899828	0
2017.11.23	81084	81251	80336	81061	323935	1103512	0
2017.11.24	81208	81291	80501	80501	307284	1104464	0
2017.11.27	80531	80726	79561	80616	416568	1430343	0
2017.11.28	80845	81527	80542	80762	527844	1857401	0
2017.11.29	80607	80979	79004	79014	617583	2216012	0
2017.11.30	79289	79316	77536	78081	668928	2195081	0
2017.12.01	77777	78701	77271	78436	666687	2320947	0
2017.12.04	78969	80071	78581	79171	555842	2087467	0
2017.12.05	79105	80542	78482	78662	644214	2371386	0
2017.12.06	78259	79714	77994	79629	739111	2642473	0
2017.12.07	79257	79349	77363	78523	749879	2707202	0
2017.12.08	79376	79696	78746	78791	455783	1551106	0
2017.12.11	79165	79616	78591	79171	481562	1736328	0
2017.12.12	78937	80636	77846	80531	570312	2112158	0
2017.12.13	80619	81581	78771	79036	698420	2345911	0
2017.12.14	78542	78869	77959	78454	563392	1904458	0
2017.12.15	78204	79216	78011	78441	536967	1850863	0
2017.12.18	78945	79688	78888	79328	426955	1449982	0
2017.12.19	79202	79213	78298	78638	418361	1412965	0
2017.12.20	78623	79606	78602	79531	351161	1257302	0
2017.12.21	79696	81471	79221	81411	462251	1730240	0
2017.12.22	81210	81604	80679	81604	338250	1249180	0
2017.12.26	81360	82098	81133	82063	328779	1097025	0
2017.12.27	82229	82568	82073	82233	289810	989740	0
2017.12.28	82530	82615	82380	82435	188356	685830	0
2018.01.02	82702	84128	82648	84003	297839	1080758	0
2018.01.03	84162	84746	83791	84146	404557	1434381	0
2018.01.04	84398	85528	84278	85018	455394	1713874	0
2018.01.05	85278	85471	84486	85441	493642	1745350	0
2018.01.08	85665	85837	84897	85742	438556	1599762	0
2018.01.09	85589	85819	84949	85089	413844	1550791	0
2018.01.10	84677	84809	84284	84459	440123	1541018	0
2018.01.11	84312	85655	84301	85610	408070	1489910	0
2018.01.12	85208	85778	85063	85583	508288	1786159	0
2018.01.15	85665	86162	85537	86157	322591	1148909	0
2018.01.16	86336	86565	85875	86095	515496	1895495	0
2018.01.17	86040	87591	85921	87526	474080	1739927	0
2018.01.18	87409	87698	86728	87158	532209	1978489	0
2018.01.19	87377	87792	87117	87452	467770	1775389	0
2018.01.22	87388	87985	87160	87895	418649	1533177	0
2018.01.23	87865	87998	86713	86828	523780	1998592	0
2018.01.24	87006	90337	86995	90202	816046	2960548	0
2018.01.26	90817	92222	90322	92097	690175	2488563	0
2018.01.29	91810	91908	90763	91048	575980	2013621	0
2018.01.30	90495	91074	90219	90944	594317	2191461	0
2018.01.31	91204	92720	91032	91525	629452	2273505	0
2018.02.01	91730	92573	91068	91948	691627	2478074	0
2018.02.02	90817	91064	90054	90454	659759	2343019	0
2018.02.05	89926	90673	87538	87538	764563	2738113	0
2018.02.06	87436	90794	86464	90559	1107001	3381811	0
2018.02.07	90061	90728	88613	89038	833310	2676212	0
2018.02.08	88617	89693	87088	87318	916308	3307428	0
2018.02.09	87479	88025	85555	86985	1054212	3363035	0
2018.02.14	89980	90949	89409	90649	450493	1452192	0
2018.02.15	91472	91943	91098	91403	677335	2409326	0
2018.02.16	91682	91823	90908	91823	589027	2057725	0
2018.02.19	92052	92185	91685	91930	285887	961263	0
2018.02.20	91408	93562	91277	93072	669997	2579676	0
2018.02.21	92970	94702	92825	92942	689822	2462945	0
2018.02.22	93399	94509	93139	93994	730812	2561739	0
2018.02.23	94467	94613	93278	94608	690315	2520946	0
2018.02.26	95101	95683	94543	94998	624757	2223619	0
2018.02.27	94650	95185	93835	94060	551350	1922580	0
2018.02.28	94006	94401	92381	92416	712020	2724475	0
2018.03.01	92106	93392	91532	92487	946623	3483976	0
2018.03.02	91977	92899	90789	92799	795439	2817660	0
2018.03.05	92642	93274	92009	92854	657792	2282344	0
2018.03.06	93614	94108	92423	92423	728625	2607599	0
2018.03.07	91945	92592	91232	92332	678475	2460970	0
2018.03.08	92540	92857	91297	91912	706354	2575410	0
2018.03.09	91719	93453	91643	93313	648731	2352886	0
2018.03.12	93716	94111	93496	93736	534360	1998927	0
2018.03.13	94049	94431	92941	93366	703174	2879627	0
2018.03.14	93861	94016	92556	92856	648438	2703192	0
2018.03.15	92889	92894	91457	92017	548773	2161331	0
2018.03.16	91719	92311	91191	91191	667382	2620801	0
2018.03.19	90737	91314	90259	90794	692639	2689117	0
2018.03.20	91027	91152	90362	90847	653334	2375072	0
2018.03.21	90662	92126	90586	91801	658700	2422313	0
2018.03.22	91623	92233	90758	90828	861004	3423482	0
2018.03.23	90479	92232	90392	91307	1018429	3370838	0
2018.03.26	92020	92251	90886	92001	834989	2701365	0
2018.03.27	92315	92427	90042	90087	930668	3138529	0
2018.03.28	89926	90608	89273	90398	919572	3450785	0
2018.03.29	90769	92294	90519	92054	651429	2513819	0
2018.04.02	91687	92280	90625	91275	790791	3065116	0
2018.04.03	91558	91966	90616	90721	824227	3292039	0
2018.04.04	89722	91162	89042	91162	829577	3192936	0
2018.04.05	92750	92981	91466	91701	694527	2726890	0
2018.04.06	91209	91604	90124	91084	899746	3339770	0
2018.04.09	91751	91751	89381	89566	725319	2774830	0
2018.04.10	90093	90933	89583	90933	825604	2976078	0
2018.04.11	90587	91869	90344	91869	651466	2428194	0
2018.04.12	92111	92213	91309	91689	602693	2350419	0
2018.04.13	91891	92007	90292	90322	665031	2323399	0
2018.04.16	90404	90905	88755	88755	737162	2588150	0
2018.04.17	89148	90372	88742	90242	678204	2475839	0
2018.04.18	90477	92360	90445	91670	575179	2188429	0
2018.04.19	92042	92278	91363	92018	805111	2878371	0
2018.04.20	91893	92220	91135	92220	628217	2315178	0
2018.04.23	91829	91955	90820	91915	622566	2372142	0
2018.04.24	92414	92877	91232	91652	821115	3130767	0
2018.04.25	91057	91491	90316	91491	790285	2689647	0
2018.04.26	91616	92905	91330	92810	571709	2073121	0
2018.04.27	92755	93393	92408	92553	590688	2287263	0
2018.04.30	92733	92922	91812	91822	445233	1538926	0
2018.05.02	91648	91859	90369	90494	649214	2222572	0
2018.05.03	90531	90562	89052	89157	779851	2850462	0
2018.05.04	89190	89544	88439	88924	702698	2660767	0
2018.05.07	89062	89501	88301	88301	614044	2213883	0
2018.05.08	88339	89228	87878	89048	839708	2983798	0
2018.05.09	89435	90335	88545	90125	738824	2758771	0
2018.05.10	90334	92158	90113	91778	700158	2439952	0
2018.05.11	91983	92400	91040	91410	684722	2483642	0
2018.05.14	91435	92004	90464	91324	675800	2366838	0
2018.05.15	90903	91416	89531	91271	849116	3083356	0
2018.05.16	91089	92636	90696	92386	681944	2424757	0
2018.05.17	91967	92137	89089	89304	857828	3075646	0
2018.05.18	89584	89690	86957	88527	989594	3486539	0
2018.05.21	89052	89591	87186	87671	892165	3182286	0
2018.05.22	87732	89139	87054	88309	913642	3240027	0
2018.05.23	87264	87671	86211	86511	863036	2796710	0
2018.05.24	84763	85654	84189	85394	883044	2882820	0
2018.05.25	85471	86054	83839	84174	844580	2987883	0
2018.05.28	83465	83718	79948	80038	846332	2744395	0
2018.05.29	79640	82273	79608	80798	1203184	4032400	0
2018.05.30	81252	82257	80442	82227	1146286	3607826	0
2018.06.01	82550	83283	80253	82638	1087910	3531326	0
2018.06.04	83119	83773	82928	83588	851373	2805336	0
2018.06.05	83412	83971	81346	81491	958075	3278807	0
2018.06.06	81768	82013	80217	80377	1015154	3264996	0
2018.06.07	80603	81032	75742	78852	1362285	4164448	0
2018.06.08	78650	78863	76116	77541	1358331	3783825	0
2018.06.11	77592	78466	76541	76846	1010204	3120233	0
2018.06.12	76719	77968	76198	77523	887095	2755129	0
2018.06.13	76986	77276	74951	76326	952901	2980977	0
2018.06.14	76438	76706	74976	75286	960641	2966654	0
2018.06.15	74986	75292	73302	74302	874611	2839354	0
2018.06.18	73701	74114	73044	73514	755894	2252467	0
2018.06.19	72323	75957	72297	75137	935477	3117016	0
2018.06.20	75446	76384	74844	76199	892256	2795065	0
2018.06.21	75654	75936	73426	73426	801306	2544453	0
2018.06.22	73837	74800	73535	74070	697533	2226729	0
2018.06.25	73963	75298	73358	75123	848096	2737668	0
2018.06.26	74902	75369	73769	74894	931179	2620331	0
2018.06.27	75221	75703	73658	73973	894819	2633253	0
2018.06.28	73983	75778	73788	75388	846201	2721923	0
2018.06.29	76051	76712	75722	76007	734709	2207268	0
2018.07.02	75613	76861	75381	76861	576806	1745880	0
2018.07.03	77101	78317	76932	77382	689293	2321514	0
2018.07.04	77378	78676	77081	78676	528983	1746256	0
2018.07.05	79059	79190	77388	78118	823917	2655828	0
2018.07.06	77910	78962	77607	78892	692559	2099711	0
2018.07.10	79184	79568	77963	77963	735371	2402044	0
2018.07.11	77592	78753	77508	78243	764169	2558097	0
2018.07.12	78516	79797	78392	79797	659221	2113591	0
2018.07.13	79790	80595	79195	80430	611602	2057204	0
2018.07.16	80250	80704	79794	80589	611174	1996996	0
2018.07.17	80469	82318	80173	81828	672823	2153482	0
2018.07.18	81837	82238	80828	80888	672707	2213206	0
2018.07.19	80673	82386	79496	82386	843129	2574537	0
2018.07.20	82840	83891	82026	82111	848570	2469190	0
2018.07.23	82208	82364	81504	81574	701848	2167460	0
2018.07.24	82558	83313	82448	82858	727923	2274762	0
2018.07.25	82808	84221	82651	83981	759628	2529241	0
2018.07.26	84072	84236	82781	83401	813131	2593527	0
2018.07.27	83759	84062	83182	83812	705108	2259252	0
2018.07.30	83858	84250	83410	83965	565597	1951550	0
2018.07.31	83900	84008	82683	82833	674408	2241081	0
2018.08.01	82709	83414	82374	82944	686755	2350184	0
2018.08.02	82297	83586	82021	83501	652733	2259362	0
2018.08.03	84072	85513	83823	85083	707874	2560000	0
2018.08.06	85237	85729	84594	84629	621045	2117260	0
2018.08.07	85284	85516	83516	84281	811765	2871317	0
2018.08.08	84156	84534	82319	82354	827445	2704930	0
2018.08.09	82464	82994	81594	82184	761588	2408733	0
2018.08.10	81503	81808	79438	79823	920792	3003544	0
2018.08.13	79581	81288	78758	81183	966281	3086241	0
2018.08.14	81586	82232	81067	81862	831501	2612988	0
2018.08.15	81435	81435	79520	80280	86632	289734	0
2018.08.16	80824	81141	79726	80321	948028	2977570	0
2018.08.17	79830	79835	78911	79181	755753	2374842	0
2018.08.20	79525	79853	78818	79718	807976	2689973	0
2018.08.21	80032	80053	78024	78024	862759	2837402	0
2018.08.22	78168	80378	77503	80378	876404	3092507	0
2018.08.23	80146	80558	78668	79023	880874	3013745	0
2018.08.24	79535	79995	78930	79745	674732	2278894	0
2018.08.27	80032	81307	79762	80832	625320	2124101	0
2018.08.28	81124	81323	80333	81218	712620	2489562	0
2018.08.29	80809	82121	80519	81926	651251	2286366	0
2018.08.30	81482	81584	79229	79229	828295	2519945	0
2018.08.31	79313	80365	79055	79845	815240	2822128	0
2018.09.03	79923	79923	78765	79295	463033	1630090	0
2018.09.04	78795	79167	77622	77647	780085	2561086	0
2018.09.05	77299	78436	77071	77861	760363	2582997	0
2018.09.06	78096	81260	77951	80085	783441	2735582	0
2018.09.10	80705	80870	79185	79670	800044	2751239	0
2018.09.11	78396	78552	77242	77927	775990	2485130	0
2018.09.12	78479	78702	77442	77907	745146	2613025	0
2018.09.13	78572	78699	77439	77479	691895	2265313	0
2018.09.14	77765	78662	77327	78467	740371	2533109	0
2018.09.17	78127	79977	77767	79677	838183	2894423	0
2018.09.18	80239	81528	79543	80803	915425	3069194	0
2018.09.19	80379	82065	80195	81060	798292	2754348	0
2018.09.20	81207	81971	80756	81166	711146	2318308	0
2018.09.21	81585	83147	81327	82157	844863	2735097	0
2018.09.24	81870	82443	80743	81003	832013	2627136	0
2018.09.25	79825	81697	79622	81697	903873	2884339	0
2018.09.26	81668	82556	81266	81511	972438	3111809	0
2018.09.27	81363	83176	81311	82666	789977	2512058	0
2018.09.28	82305	82858	81723	82138	778006	2298943	0
2018.10.01	82325	82554	81024	81809	903204	3028086	0
2018.10.02	82864	84860	82830	84790	1002339	3250954	0
2018.10.03	86959	88579	85904	86744	1201748	3606884	0
2018.10.04	85737	86641	84971	86041	1061125	3422884	0
2018.10.05	87668	88064	85104	85734	975302	3021752	0
2018.10.08	89557	91063	88418	89363	1202921	3742572	0
2018.10.09	88750	89827	88497	88917	1127454	3407446	0
2018.10.10	88429	88713	86558	86558	1129501	3501606	0
2018.10.11	86938	87998	85643	86658	1299240	4068774	0
2018.10.15	87269	87524	85984	85984	1028432	3343609	0
2018.10.16	86762	88985	86565	88865	1011620	3354213	0
2018.10.17	89350	90095	88700	89620	1105656	3645386	0
2018.10.18	89247	89436	87316	87536	1038793	3470886	0
2018.10.19	88310	88703	87323	88098	1031990	3480218	0
2018.10.22	88936	89538	88528	89178	887210	2764510	0
2018.10.23	88206	89328	87608	89308	1103473	3517934	0
2018.10.24	89350	89521	86491	86711	1162614	4094979	0
2018.10.25	87217	88544	86854	87279	1095413	3801021	0
2018.10.26	86565	89763	86528	89553	1322979	4544121	0
2018.10.29	92612	93591	86356	87046	1652261	5150348	0
2018.10.30	87797	90913	87478	90633	1542474	4874622	0
2018.10.31	91628	92107	89927	90837	1321072	4277197	0
2018.11.01	91794	92791	90766	91571	1219102	4078536	0
2018.11.05	92208	93338	92038	93123	1130080	3804706	0
2018.11.06	92803	93097	91752	92322	1102478	3839161	0
2018.11.07	93409	93454	91144	91549	1179167	3930747	0
2018.11.08	91716	92329	89124	89144	1163419	3706999	0
2018.11.09	88657	89773	87373	89258	1246858	3827745	0
2018.11.10	91110	93180	91110	93160	88	925	0
2018.11.12	88998	89771	88421	89126	1340477	3982276	0
2018.11.13	89454	89553	87443	88363	1433703	4574311	0
2018.11.14	88532	89362	87602	89362	1401656	4459534	0
2018.11.16	90075	92116	89536	91946	1295463	3813996	0
2018.11.19	91783	91809	90467	91347	1155401	3666274	0
2018.11.21	90070	90775	89630	90625	1183446	3626465	0
2018.11.22	90582	91066	90296	90761	733018	2448538	0
2018.11.23	90577	90681	89156	89416	1051039	3416035	0
2018.11.26	90282	90529	88114	88669	1285908	4254335	0
2018.11.27	88993	91318	88493	90983	1258987	4149940	0
2018.11.28	91110	92827	90437	92337	1287169	4218589	0
2018.11.29	92094	93287	91552	92862	1169445	3919077	0
2018.11.30	92451	92741	92306	92541	36871	114148	0
2018.12.13	90447	91041	90046	90881	800664	2959777	5
2018.12.14	90083	91317	90032	90272	1043996	3579172	0
2018.12.17	90503	90844	89319	89429	1190413	3873247	0
2018.12.18	89590	90330	89415	89655	1114381	3946555	0
2018.12.19	90083	91139	88054	88374	1294060	4669817	0
2018.12.20	88287	89567	87617	88607	1341172	4955590	0
2018.12.21	88621	89501	88001	88216	1311609	4972890	0
2018.12.26	88133	88269	86639	87969	1205691	4339189	0
